---,分隔線,商店資訊---
name,全家便利商店股份有限公司
city,臺北市
region,中山區
detailed_address,中山北路二段61號7F
phone,02-25239588
introduction,全家就是你家
order_note,部分商品數量有限，請以現場供應為準。自備飲料杯省5元。
l1_category,C
l2_category,3
version,1

---,分隔線,商品分類代碼,---
category_code,category_name
100,Let's Cafe
200,仿手沖單品
300,義式單品
400,Let's Tea


---,分隔線,共用選項代碼,---
spid,option_name,single_option
1,冷熱飲,1
2,冷熱飲,1
3,冷熱飲,1
4,冷熱飲,1
5,附加選項,0
6,請選擇風味,0


---,分隔線,共用選項價格代碼,---
spid,option_name,extra_price
1,冰,0
1,熱,0
2,冰,0
3,熱,0
5,糖球,0
5,奶精,0
5,砂糖,0
6,火龍果,0
6,巨峰葡萄,0
6,野莓風味,0

---,分隔線,商品資料---
category_code,option,price,name,product_simple,product_describe
100,2,L$75,經典咖啡凍拿鐵,,
100,1&5,M$60&L$80&XL$100,單品美式,,
100,1&5,M$70&L$90&XL$110,單品拿鐵,,
100,1&5,M$35&L$45&XL$60,經典美式,,
100,1&5,M$45&L$55&XL$70,經典拿鐵,,
100,1&5,L$55&XL$65,特濃美式,,
100,1&5,L$65&XL$80,特濃拿鐵,,
100,3,L$60,卡布奇諾,,
100,1,L$75,燕麥奶拿鐵(OATLY/愛之味),,
100,1&5,L$75,經典摩卡拿鐵,,
100,1&5,L$65,慢煮焦糖拿鐵,,
100,1&5,L$75,椰棗蜜拿鐵,,
100,2,L$65,椰棗蜜牛奶(冰),,
100,3,M$65,椰棗蜜牛奶(熱),,
100,5,L$70&XL$80,經典冰磚拿鐵,,
100,1&5,L$75,緞金龍金高拿鐵,,酒精濃度0.5%以下屬一般食品，懷孕、對酒精過敏者請斟酌飲用。
100,2,L$65,Cona's草莓白巧可可(冰),,
100,3,M$65,Cona's草莓白巧可可(熱),,
100,2,L$50,醇黑厚可可飲(冰),,
100,3,M$50,醇黑厚可可飲(熱),,
100,5,XL$75,卡曼橘美式,,
100,3,30ml$35,義式濃縮,,
100,3,一壺$280,美好分享壺,(12杯小熱美)
100,,L$75,鮮乳坊拿鐵,(A2β酪蛋白/嘉明),
100,,L$75,西西里咖啡,,

200,1,M$80,印尼曼特寧G1,半水洗|中深焙野梅、胡桃、巧克力,超強回甘，並在甘苦夾帶中散出天然水果香氣。
200,1,M$80,耶加雪菲,日曬|中深焙花香、柑橘、蜂蜜,活躍的柑橘酸與花香，甘甜絲綢口感。
200,1,M$80,宏都拉斯,水洗|中深焙濃郁苦甜可可香,柔和水果、温潤順口;焦糖甜、堅果巧克力、楓胞餘韻。
200,1,M$80,印度巴巴不丹,水洗|中深焙黃肉李、巧克力、焙茶,亞洲特有草本風味，溫和酸質，茶香尾韻。
200,1,M$80,烏干達月亮山,日曬|中深烘培熟芒果、桃子、阿薩姆红茶,具带水果成香氣核果香韻，口感實滑脂，甜感明顯。
200,1,M$80,墨西哥馬雅,水洗|中深焙李子、可可、楓糖,帶李子果香、可可甘醇成，楓糖香尾韻收尾。
200,1,M$150,台灣阿里山,水洗|中深焙麥香、烏龍茶、榛果、紅糖,優雅的麥香、紅糖香甜在口中慢慢擴散，餘韻帶有台灣烏龍茶微香。

300,1,M$90,義式拿鐵,,義式咖啡機沖煮，綿密奶泡、濃郁奶香、醇厚口感
300,3,M$90,義式卡布奇諾,,義式咖啡機沖煮，綿密奶泡、濃郁奶香、醇厚口感

400,2,XL$55,阿里山高冷烏龍,台灣(冰),
400,3,L$55,阿里山高冷烏龍,台灣(熱),
400,3,L$55,唐寧經典伯爵茶,肯亞、印度,
400,3,L$65,唐寧伯爵醇奶茶,肯亞、印度,
400,2,XL$40,四季春青茶,台灣(冰),
400,3,L$40,四季春青茶,台灣(熱),
400,2,XL$40,四季春冷泡茶,台灣(冰),
400,3,L$40,四季春冷泡茶,台灣(熱),
400,1,L$40,仙女紅茶,台灣、阿根廷、斯里蘭卡,
400,1,L$55,仙女醇奶茶,台灣、阿根廷、斯里蘭卡,
400,1,L$65,厚濃靜岡抹茶拿鐵,日本靜岡縣,
400,1,L$65,焙茶拿鐵,台灣、肯亞,
400,2,XL$55,好喝奶茶,台灣、肯亞,
400,2,XL$65,好喝蕎麥奶茶,台灣、肯亞,
400,2,XL$65,紅心芭樂牛奶,台灣,
400,2,XL$109,哈根達斯芒果果漾仙女紅,台灣、阿根廷、斯里蘭卡,
400,2,XL$109,哈根達斯蜜桃果漾仙女紅,台灣、阿根廷、斯里蘭卡,
400,2,XL$65,卡曼橘青茶,台灣,
400,2,XL$65,芭樂檸檬綠,台灣,
400,2,XL$65,4水果茶,台灣,
400,2,XL$65,柳橙香柚綠茶,台灣,
400,3,L$65,永豐餘生技杏仁國寶奶茶,,
400,3,L$65,燒燒仙草,,
400,2,XL$65,荔枝貴妃紅茶,斯里蘭卡、台灣,
400,2,XL$65,桃粿仙女紅茶,台灣、阿根廷、斯里蘭卡,
400,2,XL$65,夏芒粉角青茶,印度、台灣、日本,
400,2,XL$65,寒天甘蔗檸檬,,
400,1,XL$80,燕麥奶紅茶Oatly/愛之味,台灣、阿根廷、斯里蘭卡,
400,1&6,XL$105,能量仙女紅,台灣、阿根廷、斯里蘭卡,


---,分隔線,分公司基本資料,---
name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家高雄福華店,07-2360858,高雄市,新興區,七賢一路３０１號壹樓角窗部份,120.298927,22.634471
FamilyMart 全家高雄尚義店,07-2231461,高雄市,新興區,中正二路２２０號１樓,120.307542,22.625494
FamilyMart 全家高雄文橫店,07-2820506,高雄市,新興區,文橫二路１６６之１號一樓,120.313941,22.633989
FamilyMart 全家高雄美麗綻店,07-2855378,高雄市,新興區,自立二路９６號１、２樓,120.305054,22.632159
FamilyMart 全家高雄林庭店,07-2416656,高雄市,新興區,林森一路１６３－１號,120.307939,22.629935
FamilyMart 全家高雄瑞華店,07-2855228,高雄市,前金區,七賢二路１５６號,120.290752,22.631784
FamilyMart 全家高雄樂活店,07-2851596,高雄市,前金區,中華三路１４６號中華大樓一樓Ａ室,120.293691,22.634619
FamilyMart 全家高雄中華店,07-2829754,高雄市,前金區,中華三路２１號１樓,120.294977,22.630492
FamilyMart 全家高雄三信店,07-7241406,高雄市,苓雅區,三多一路１８６號（三信家商）,120.309344,22.615877
FamilyMart 全家高雄亞太店,07-2691476,高雄市,苓雅區,三多四路６５號壹樓,120.312393,22.626705
FamilyMart 全家高雄市政店,07-3310379,高雄市,苓雅區,四維三路２號１１Ｆ,120.302439,22.616476
FamilyMart 全家高雄天河店,07-2417251,高雄市,苓雅區,高雄市前金區市中一路９９號一樓部分範圍,120.333992,22.632829
FamilyMart 全家高雄新義店,07-7491018,高雄市,苓雅區,正義路１７６號壹樓,120.297332,22.615783
FamilyMart 全家高雄成興店,07-2693676,高雄市,苓雅區,成功一路６８號壹樓,120.300842,22.611599
FamilyMart 全家高雄實踐店,07-2265917,高雄市,苓雅區,同慶里和平一路１３０號一樓,120.330133,22.624223
FamilyMart 全家高雄森永店,07-3311520,高雄市,苓雅區,林森二路２２號,120.318081,22.624183
