---,分隔線,商店資訊---,,,,
申請編號,3,,,,,
公司名稱,潭村台南虱目魚,,,,,
城市,臺北市,,,,,
鄉鎮市區,北投區,,,,,
詳細地址,裕民一路40巷9號,,,,,
電話,02-28227588,,,,,
網址,,,,,,
聯絡人,,,,,,
聯絡人電話,,,,,,
介紹,,,,,,
訂購備註,,,,,,
進件管道,,,,,,
主分類,A,,,,,
次分類,3,,,,,
是否顯示,1,,,,,
強制更新,0,,,,,
版本,4,,,,,
,,,,,,
---,分隔線,商品分類代碼,---,,,
商品分類編號,商品分類名稱,,,,,
1,麵類,,,,,
2,湯乾麵類,,,,,
3,粥類,,,,,
4,煎類,,,,,
5,炸物類,,,,,
6,單點類,,,,,
7,湯類,,,,,
8,飯類,,,,,
---,分隔線,共用選項代碼,---,,,
選項編號,選項名稱,必選項目,,,,
1,種類,1,,,,
2,乾/湯,1,,,,
---,分隔線,共用選項價格代碼,---,,,
選項編號,名稱,價格,,,,
1,油麵,0,,,,
1,米粉,0,,,,
1,麵線,0,,,,
1,粄條,0,,,,
2,乾,0,,,,
2,湯,0,,,,
---,分隔線,商品資料---,,,,
商品分類編號,選項,價格,名稱,簡單描述,詳細描述,
1,1,150,海鮮,,,
1,1,140,無刺虱目魚肚,,,
1,1,130,無刺虱目魚肉,,,
1,1,130,虱目魚皮,,,
1,1,130,蚵仔,,,
1,1,130,蛤蠣,,,
,,,,,,
2,2,55,油麵,,,
2,2,55,米粉,,,
2,2,55,麵線,,,
2,2,55,粄條,,,
,,,,,,
3,,220,元氣海鮮粥,,,
3,,150,海鮮粥,,,
3,,140,無刺虱目魚肚粥,,,
3,,130,無刺虱目魚肉粥,,,
3,,130,虱目魚皮粥,,,
3,,130,蚵仔粥,,,
3,,130,蛤蠣粥,,,
,,,,,,
4,,190,無刺虱目魚肚煎,,,
4,,140,蚵仔蔥蛋,,,
4,,100,綜合煎,,,
4,,90,蝦仁煎,,,
4,,85,蚵仔煎,,,
4,,80,雙蛋煎,,,
4,,30,蔥花煎蛋,,,
4,,20,荷包蛋,,,
,,,,,,
5,,170,炸蚵仔,,,
5,,170,泰式月亮蝦餅,,,
5,,170,沙拉蝦球,,,
5,,130,炸魷魚,,,
5,,120,炸虱目魚柳,,,
5,,120,炸虱目魚皮,,,
5,,90,炸蝦卷,,,
5,,60,黃金炸豆腐,,,
5,,60,炸虱目魚丸,,,
,,,,,,
6,,150,蒜泥鮮蚵,,,
6,,120,蒜泥白肉,,,
6,,160,川燙白蝦,,,
6,,130,川燙魷魚,,,
6,,120,川燙虱目魚皮,,,
6,,45,燙青菜,,,
,,,,,,
7,,110,海鮮湯,,,
7,,110,無刺虱目魚肚湯,,,
7,,95,無刺虱目魚肉湯,,,
7,,95,虱目魚皮湯,,,
7,,85,蛤蠣湯,,,
7,,85,蚵仔湯,,,
7,,45,虱目魚丸湯,,,
7,,40,青菜蛋花湯,,,
,,,,,,
8,,95,蚵仔魯肉犯,,,
8,,大$50&小$35,魯肉飯,,,
8,,15,小菜,,,
8,,35,飲料,,,
8,,罐$50&瓶$100,海尼根,,,
8,,罐$40&瓶$80,金牌,,,
---,分隔線,分公司基本資料,---,,,
分公司名稱,電話,城市,鄉鎮市區,詳細地址,緯度,經度
