---,分隔線,商店資訊---
公司名稱,隆華粵菜燒臘
城市,台北市
鄉鎮市區,士林區
詳細地址,石牌路1段36號
電話,02-2823-0019
介紹,正宗香港師傅，道地港式口味。歡迎學生公司團體訂購！台北市其他區域大量也可外送(請來電洽詢)。
訂購備註,為了您準時用餐‧請於11：00前預訂。
主分類,A
次分類,2
是否顯示,1
強制更新,1
版本,3

---,分隔線,商品分類代碼,---
商品分類編號,商品分類名稱
100,燒味飯
200,炒飯、麵
300,燴飯
400,粥類
500,河粉類
600,湯類
700,青菜、海鮮小炒類
800,合菜菜單


---,分隔線,共用選項代碼,---
選項編號,選項名稱,必選項目
1,台式/廣式,1
2,台式/廣式,1
3,飯/湯河/湯麵,1

---,分隔線,共用選項價格代碼,---
選項編號,名稱,價格
1,台式,0
1,廣式,0
2,台式,0
2,廣式,5
3,白飯,0
3,湯河,10
3,湯麵,10


---,分隔線,商品資料---
商品分類編號,選項,價格,名稱,簡單描述,詳細描述
100,3,95,名廚烤鴨腿,,
100,3,95,隆華招牌飯,,
100,3,90,現炸雞腿,,
100,3,90,名廚烤雞腿,,
100,3,90,玫瑰雞腿,,
100,3,90,現炸魚排,,
100,3,90,綜合三寶,,
100,3,85,脆皮化口燒肉,,
100,3,80,現炸豬排,,
100,3,80,各式雙拼,,
100,3,80,港式腊味飯,,
100,3,80,蜜汁叉燒,,
100,3,80,脆皮烤鴨,,
100,3,80,美味蔥油雞,,
100,3,70,蜜汁香腸,,

200,,130,鹹魚牛鬆炒飯,,
200,,130,鹹魚叉燒炒飯,,
200,,130,鹹魚雞粒炒飯,,
200,,100,鳳梨海鮮炒飯,,
200,,100,三鮮炒飯,,
200,,85,鳳梨牛肉炒飯,,
200,,85,鳳梨叉燒炒飯,,
200,,85,蝦仁炒飯,,
200,,85,廣州炒飯,,
200,,85,黑胡椒牛肉炒飯,,
200,,85,牛肉炒飯,,
200,,85,沙茶牛肉炒飯,,
200,,85,叉燒炒飯,,
200,,80,素炒飯,,
200,,100,廣式蝦仁炒麵,,
200,,100,廣式海鮮炒麵,,
200,,90,廣式牛肉炒麵,,
200,,90,廣式叉燒炒麵,,
200,,90,廣式炒麵,,
200,,100,台式三鮮炒麵,,
200,,95,台式蝦炒麵,,
200,,85,台式叉燒麵,,
200,1,100,咖哩牛腩炒麵,,
200,2,85,黑胡椒牛肉炒麵,,

300,,95,紅燒牛腩飯,,
300,,85,鳳梨牛肉燴飯,,
300,,85,鳳梨叉燒燴飯,,
300,,85,鳳梨雞燴飯,,
300,,95,鳳梨海鮮燴飯,,
300,,90,窩蛋牛肉燴飯,,
300,,90,窩蛋叉燒燴飯,,
300,,85,咖哩牛肉飯,,
300,,85,滑蛋蝦仁燴飯,,
300,,85,香菇雞飯,,
300,,85,咖哩雞飯,,
300,,85,薑蔥牛肉飯,,
300,,85,廣州燴飯,,
300,,85,沙茶牛肉燴飯,,
300,,85,鮮茄牛肉燴飯,,
300,,85,黑胡椒牛肉燴飯,,
300,,85,牛肉燴飯,,
300,,85,滑蛋牛肉燴飯,,
300,,80,素燴飯,,

400,,100,鮑魚雞球粥,,
400,,100,香滑鮑魚粥,,
400,,80,海鮮粥,,
400,,80,滑蛋蝦粥,,
400,,60,滑蛋牛肉粥,,
400,,60,魚片瘦肉粥,,
400,,60,魚片皮蛋粥,,
400,,85,廣州炒飯,,
400,,85,黑胡椒牛肉炒飯,,
400,,85,牛肉炒飯,,
400,,85,沙茶牛肉炒飯,,
400,,85,叉燒炒飯,,
400,,80,素炒飯,,

500,,100,干炒三鮮河粉,,
500,,100,干炒蝦仁河粉,,
500,,90,干炒牛肉河粉,,
500,,90,干炒叉燒河粉,,

600,,60,海鮮豆腐湯,,
600,,50,鮮茄豬肝湯,,
600,,50,鮮魚片湯,,
600,,50,玉米濃湯,,
600,,40,鮮豬肝湯,,
600,,40,青菜豆腐湯,,

700,,80,清炒時菜,,
700,,160,糖醋排骨,,
700,,120,海鮮豆腐羹,,
700,,160,京都焗肉排,,
700,,120,西湖牛肉羹,,
700,,160,腰果雞丁,,
700,,120,三鮮青菜湯,,
700,,160,宮保雞丁,,
700,,120,鹹蛋炒涼瓜,,
700,,120,避風塘蝦,,
700,,150,麻婆滑豆腐,,
700,,160,糖醋佬肉,,
700,,160,海參扒北菇,,
700,,180,醬爆辣雞丁,,
700,,200,隆華大拼盤,,
700,,240,宮保鮮蝦球,,
700,,200,咖哩牛腩,,
700,,180,沙茶炒牛肉,,
700,,200,XO炒雙脆,,
700,,180,豉椒炒鮮魷,,
700,,200,碧綠炒雙脆,,
700,,180,鹹魚雞粒豆腐,,
700,,180,西芹炒鮮魷,,
700,,160,滑蛋炒蝦仁,,
700,,160,蠔油牛肉,,
700,,160,醬爆牛肉,,
700,,160,紅燒豆腐,,
700,,180,特式紅燒牛肉,,
700,,160,名廚烤鴨,,
700,,550,名廚烤鴨,,

	


---,分隔線,分公司基本資料,---
公司名稱,電話,城市,鄉鎮市區,詳細地址,緯度,經度

