---,分隔線,商店資訊---,,,,
申請編號,,,,,,
公司名稱,侯記鴨肉飯,,,,,
城市,高雄市,,,,,
鄉鎮市區,三民區,,,,,
詳細地址,自強一路201號,,,,,
電話,07-2827588,,,,,
網址,,,,,,
聯絡人,,,,,,
聯絡人電話,,,,,,
介紹,,,,,,
訂購備註,,,,,,
主分類,A,,,,,
次分類,1,,,,,
是否顯示,3,,,,,
強制更新,1,,,,,
版本,4,,,,,
,,,,,,
---,分隔線,商品分類代碼,---,,,
商品分類編號,商品分類名稱,,,,,
1,當歸,,,,,
2,鴨肉,,,,,
3,內臟類,,,,,
4,米血,,,,,
5,內臟類,,,,,
6,青菜,,,,,
7,飯類,,,,,
8,飲料,,,,,
---,分隔線,共用選項代碼,---,,,
選項編號,選項名稱,必選項目,,,,
1,種類,1,,,,
2,種類,1,,,,
3,種類,1,,,,
4,種類,1,,,,
5,內臟種類,1,,,,
6,鴨肉部位,1,,,,
---,分隔線,共用選項價格代碼,---,,,
選項編號,名稱,價格,,,,
1,湯,0,,,,
1,乾,0,,,,
2,白湯,0,,,,
2,切盤,0,,,,
2,當歸湯,10,,,,
3,白湯,0,,,,
3,乾,0,,,,
3,當歸湯,10,,,,
4,白湯,0,,,,
4,乾,0,,,,
4,當歸湯,0,,,,
5,下水(肝胗),0,,,,
5,腸,0,,,,
5,心,0,,,,
6,腿,0,,,,
6,胸,0,,,,
6,腿仁,0,,,,
6,尾,0,,,,
,,,,,,
---,分隔線,商品資料---,,,,
商品分類編號,選項,價格,名稱,簡單描述,詳細描述,
1,,70,當歸鴨麵線,,,
1,,60,當歸鴨湯,,,
2,1,60,鴨肉米粉,,,
2,1,60,鴨肉油麵,,,
2,1,60,鴨肉粿條,,,
2,1,60,鴨肉冬粉,,,
3,2&6,60,鴨肉(原味),腿、胸、腿仁、尾,,
3,2&6,60,鴨肉(煙燻),腿、胸、腿仁、尾,,
4,3,50,腸,,,
4,3,50,心,,,
4,3,50,下水(肝胗),,,
5,4,50,米血,,,
6,5,70,麵線(當歸),,,
6,5,70,米粉,,,
6,5,70,油麵,,,
6,5,70,粿仔,,,
6,5,70,冬粉,,,
7,,40,鴨肉飯,,,
7,,小$50&大$70,鴨肉飯(附筍絲),,,
7,,20,Q蛋,,,
8,,30,彈珠汽水,,,
8,,30,冷泡茶,,,
---,分隔線,分公司基本資料,---,,,
分公司名稱,電話,城市,鄉鎮市區,詳細地址,緯度,經度
